task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-42-na-west-api,T42,42,2,P08-S04,P04-S02,,13.99,0,4.2,12.6,79.53,1,telemetry
RADAR-42-na-west-background-sync,T42,42,4,P03-S06,P01-S07,,7.77,0,3.15,21,93.36,3,background
RADAR-42-europe-human-web,T42,42,2,P03-S03,P06-S04,,12.22,0,3.54,11.8,218.21,2,mixed
RADAR-42-europe-video-streaming,T42,42,3,P06-S05,P03-S01,,7.86,0,2.95,21.24,462.1,3,background
RADAR-42-europe-software-update,T42,42,5,P02-S05,P07-S03,,6.11,0,2.36,42.48,308.06,4,background
RADAR-42-europe-automated,T42,42,2,P05-S07,P04-S07,,6.99,0,2.36,9.44,181.63,4,routing
RADAR-COMPUTE-42-europe,T42,42,3,,,P02-S05,20.96,1,9.44,37.76,0,2,compute
RADAR-42-east-asia-human-web,T42,42,2,P08-S01,P02-S03,,11.81,0,3.42,11.4,210.82,2,mixed
RADAR-42-east-asia-interactive-realtime,T42,42,1,P06-S05,P04-S04,,13.5,0,2.28,6.84,117.81,1,routing
RADAR-42-east-asia-api,T42,42,2,P01-S07,P01-S08,,15.18,0,4.56,13.68,86.34,1,telemetry
RADAR-42-east-asia-dns-control,T42,42,1,P05-S07,P05-S02,,5.06,0,1.14,4.56,33.79,1,telemetry
RADAR-42-south-america-human-web,T42,42,2,P04-S06,P06-S01,,7.87,0,2.4,8,140.54,2,mixed
RADAR-42-south-america-video-streaming,T42,42,3,P07-S08,P03-S06,,5.06,0,2,14.4,297.62,3,background
RADAR-42-south-america-background-sync,T42,42,4,P08-S06,P02-S03,,5.62,0,2.4,16,67.57,3,background
RADAR-42-oceania-human-web,T42,42,2,P08-S03,P05-S07,,6.42,0,2.4,8,114.65,2,mixed
RADAR-42-oceania-interactive-realtime,T42,42,1,P06-S07,P07-S08,,7.34,0,1.6,4.8,64.07,1,routing
RADAR-42-oceania-api,T42,42,2,P01-S01,P04-S04,,8.26,0,3.2,9.6,46.96,1,telemetry
RADAR-43-na-east-human-web,T43,43,2,P05-S08,P08-S07,,11.26,0,3.6,12,199.55,2,mixed
RADAR-43-na-east-interactive-realtime,T43,43,1,P03-S04,P02-S08,,12.86,0,2.4,7.2,111.51,1,routing
RADAR-43-na-east-api,T43,43,2,P06-S06,P07-S04,,14.47,0,4.8,14.4,83.21,1,telemetry
RADAR-43-na-east-background-sync,T43,43,4,P01-S08,P04-S01,,8.04,0,3.6,24,97.69,3,background
RADAR-43-na-west-human-web,T43,43,2,P08-S06,P06-S05,,9.85,0,3.15,10.5,174.61,2,mixed
RADAR-43-na-west-video-streaming,T43,43,3,P03-S08,P03-S02,,6.33,0,2.63,18.9,369.76,3,background
RADAR-43-na-west-software-update,T43,43,5,P07-S08,P07-S04,,4.92,0,2.1,37.8,246.51,4,background
RADAR-43-na-west-automated,T43,43,2,P02-S02,P04-S08,,5.63,0,2.1,8.4,146.33,4,routing
RADAR-COMPUTE-43-na-west,T43,43,3,,,P07-S08,16.88,1,8.4,33.6,0,2,compute
RADAR-43-europe-human-web,T43,43,2,P04-S03,P07-S05,,11.07,0,3.54,11.8,196.23,2,mixed
RADAR-43-europe-interactive-realtime,T43,43,1,P02-S07,P01-S06,,12.65,0,2.36,7.08,109.66,1,routing
RADAR-43-europe-api,T43,43,2,P05-S01,P06-S02,,14.23,0,4.72,14.16,81.83,1,telemetry
RADAR-43-europe-dns-control,T43,43,1,P01-S01,P02-S04,,4.74,0,1.18,4.72,32.02,1,telemetry
RADAR-43-east-asia-human-web,T43,43,2,P01-S01,P03-S03,,10.69,0,3.42,11.4,189.58,2,mixed
RADAR-43-east-asia-video-streaming,T43,43,3,P04-S03,P08-S08,,6.87,0,2.85,20.52,401.45,3,background
RADAR-43-east-asia-background-sync,T43,43,4,P05-S01,P07-S05,,7.64,0,3.42,22.8,92.8,3,background
RADAR-43-south-america-human-web,T43,43,2,P05-S06,P07-S02,,7.13,0,2.4,8,126.38,2,mixed
RADAR-43-south-america-interactive-realtime,T43,43,1,P03-S02,P01-S03,,8.15,0,1.6,4.8,70.63,1,routing
RADAR-43-south-america-api,T43,43,2,P06-S04,P06-S07,,9.17,0,3.2,9.6,52.7,1,telemetry
RADAR-43-oceania-human-web,T43,43,2,P01-S03,P06-S07,,5.82,0,2.4,8,103.1,2,mixed
RADAR-43-oceania-video-streaming,T43,43,3,P04-S05,P03-S04,,3.74,0,2,14.4,218.33,3,background
RADAR-43-oceania-automated,T43,43,2,P03-S07,P04-S02,,3.32,0,1.6,6.4,86.4,4,routing
RADAR-COMPUTE-43-oceania,T43,43,3,,,P08-S05,9.97,0,6.4,25.6,0,2,compute
RADAR-44-na-east-human-web,T44,44,2,P06-S01,P01-S07,,10.42,0,3.6,12,183.4,2,mixed
RADAR-44-na-east-video-streaming,T44,44,3,P01-S03,P06-S04,,6.7,0,3,21.6,388.37,3,background
RADAR-44-na-east-software-update,T44,44,4,P05-S03,P02-S06,,5.21,0,2.4,43.2,258.91,4,background
RADAR-44-na-east-automated,T44,44,2,P08-S05,P07-S02,,5.95,0,2.4,9.6,156.69,4,routing
RADAR-COMPUTE-44-na-east,T44,44,3,,,P05-S03,17.86,1,9.6,38.4,0,2,compute
RADAR-44-na-west-human-web,T44,44,2,P01-S07,P07-S06,,9.11,0,3.15,10.5,160.47,2,mixed
RADAR-44-na-west-interactive-realtime,T44,44,1,P07-S03,P01-S07,,10.42,0,2.1,6.3,89.68,1,routing
RADAR-44-na-west-api,T44,44,2,P02-S05,P06-S03,,11.72,0,4.2,12.6,67.38,1,telemetry
RADAR-44-na-west-dns-control,T44,44,1,P06-S05,P02-S05,,3.91,0,1.05,4.2,26.37,1,telemetry
RADAR-44-europe-human-web,T44,44,2,P05-S04,P08-S05,,10.24,0,3.54,11.8,180.34,2,mixed
RADAR-44-europe-video-streaming,T44,44,3,P08-S06,P05-S02,,6.58,0,2.95,21.24,381.9,3,background
RADAR-44-europe-background-sync,T44,44,4,P01-S04,P04-S07,,7.32,0,3.54,23.6,88.89,3,background
RADAR-44-east-asia-human-web,T44,44,2,P02-S02,P04-S04,,9.9,0,3.42,11.4,174.23,2,mixed
RADAR-44-east-asia-interactive-realtime,T44,44,1,P08-S06,P06-S05,,11.31,0,2.28,6.84,97.36,1,routing
RADAR-44-east-asia-api,T44,44,2,P03-S08,P03-S01,,12.72,0,4.56,13.68,73.15,1,telemetry
RADAR-44-south-america-human-web,T44,44,2,P06-S07,P08-S02,,6.6,0,2.4,8,116.15,2,mixed
RADAR-44-south-america-video-streaming,T44,44,3,P01-S01,P05-S07,,4.24,0,2,14.4,245.97,3,background
RADAR-44-south-america-automated,T44,44,2,P08-S03,P06-S05,,3.77,0,1.6,6.4,99.23,4,routing
RADAR-COMPUTE-44-south-america,T44,44,3,,,P05-S01,11.31,0,6.4,25.6,0,2,compute
RADAR-44-oceania-human-web,T44,44,2,P02-S04,P07-S08,,5.38,0,2.4,8,94.75,2,mixed
RADAR-44-oceania-interactive-realtime,T44,44,1,P08-S08,P01-S01,,6.15,0,1.6,4.8,52.95,1,routing
RADAR-44-oceania-api,T44,44,2,P03-S02,P06-S05,,6.92,0,3.2,9.6,39.79,1,telemetry
RADAR-44-oceania-background-sync,T44,44,4,P06-S04,P03-S02,,3.84,0,2.4,16,46.7,3,background
RADAR-44-oceania-dns-control,T44,44,1,P07-S02,P02-S07,,2.31,0,0.8,3.2,15.57,1,telemetry
RADAR-45-na-east-human-web,T45,45,2,P07-S01,P02-S08,,9.91,0,3.6,12,173.32,2,mixed
RADAR-45-na-east-interactive-realtime,T45,45,1,P05-S05,P04-S01,,11.33,0,2.4,7.2,96.85,1,routing
RADAR-45-na-east-api,T45,45,2,P08-S07,P01-S05,,12.74,0,4.8,14.4,74.09,1,telemetry
RADAR-45-na-east-dns-control,T45,45,1,P04-S07,P05-S07,,4.25,0,1.2,4.8,28.99,1,telemetry
RADAR-45-na-west-human-web,T45,45,2,P02-S07,P08-S06,,8.67,0,3.15,10.5,151.65,2,mixed
RADAR-45-na-west-video-streaming,T45,45,3,P05-S01,P05-S03,,5.58,0,2.63,18.9,321.15,3,background
RADAR-45-na-west-background-sync,T45,45,3,P06-S07,P04-S08,,6.19,0,3.15,21,76.11,3,background
RADAR-45-europe-human-web,T45,45,2,P06-S04,P01-S06,,9.75,0,3.54,11.8,170.43,2,mixed
RADAR-45-europe-interactive-realtime,T45,45,1,P04-S08,P03-S07,,11.14,0,2.36,7.08,95.24,1,routing
RADAR-45-europe-api,T45,45,2,P07-S02,P08-S03,,12.53,0,4.72,14.16,72.86,1,telemetry
RADAR-45-east-asia-human-web,T45,45,2,P03-S02,P05-S04,,9.42,0,3.42,11.4,164.65,2,mixed
RADAR-45-east-asia-video-streaming,T45,45,3,P06-S04,P02-S01,,6.05,0,2.85,20.52,348.68,3,background
RADAR-45-east-asia-automated,T45,45,2,P05-S06,P03-S07,,5.38,0,2.28,9.12,141.65,4,routing
RADAR-COMPUTE-45-east-asia,T45,45,3,,,P02-S04,16.14,1,9.12,36.48,0,2,compute
RADAR-45-south-america-human-web,T45,45,2,P07-S07,P01-S03,,6.28,0,2.4,8,109.77,2,mixed
RADAR-45-south-america-interactive-realtime,T45,45,1,P05-S03,P03-S04,,7.17,0,1.6,4.8,61.34,1,routing
RADAR-45-south-america-api,T45,45,2,P08-S05,P08-S08,,8.07,0,3.2,9.6,46.93,1,telemetry
RADAR-45-south-america-background-sync,T45,45,3,P03-S07,P05-S05,,4.48,0,2.4,16,55.09,3,background
RADAR-45-south-america-dns-control,T45,45,1,P04-S05,P04-S02,,2.69,0,0.8,3.2,18.36,1,telemetry
RADAR-45-oceania-human-web,T45,45,2,P03-S04,P08-S08,,5.12,0,2.4,8,89.55,2,mixed
RADAR-45-oceania-video-streaming,T45,45,3,P06-S06,P05-S05,,3.29,0,2,14.4,189.63,3,background
RADAR-45-oceania-software-update,T45,45,3,P02-S06,P01-S07,,2.56,0,1.6,28.8,126.42,4,background
RADAR-46-na-east-human-web,T46,46,2,P08-S02,P03-S08,,9.58,0,3.6,12,167.44,2,mixed
RADAR-46-na-east-video-streaming,T46,46,2,P03-S04,P08-S05,,6.16,0,3,21.6,354.59,3,background
RADAR-46-na-east-background-sync,T46,46,2,P04-S02,P07-S02,,6.84,0,3.6,24,84.03,3,background
RADAR-46-na-west-human-web,T46,46,2,P03-S08,P01-S07,,8.38,0,3.15,10.5,146.51,2,mixed
RADAR-46-na-west-interactive-realtime,T46,46,1,P01-S04,P03-S08,,9.58,0,2.1,6.3,81.87,1,routing
RADAR-46-na-west-api,T46,46,2,P04-S06,P08-S04,,10.77,0,4.2,12.6,62.63,1,telemetry
RADAR-46-europe-human-web,T46,46,2,P07-S05,P02-S06,,9.42,0,3.54,11.8,164.65,2,mixed
RADAR-46-europe-video-streaming,T46,46,2,P02-S07,P07-S03,,6.05,0,2.95,21.24,348.68,3,background
RADAR-46-europe-automated,T46,46,2,P01-S01,P08-S01,,5.38,0,2.36,9.44,141.65,4,routing
RADAR-COMPUTE-46-europe,T46,46,2,,,P06-S07,16.14,1,9.44,37.76,0,2,compute
RADAR-46-east-asia-human-web,T46,46,2,P04-S03,P06-S05,,9.1,0,3.42,11.4,159.07,2,mixed
RADAR-46-east-asia-interactive-realtime,T46,46,1,P02-S07,P08-S06,,10.4,0,2.28,6.84,88.89,1,routing
RADAR-46-east-asia-api,T46,46,2,P05-S01,P05-S02,,11.7,0,4.56,13.68,68,1,telemetry
RADAR-46-east-asia-background-sync,T46,46,2,P08-S03,P02-S07,,6.5,0,3.42,22.8,79.83,3,background
RADAR-46-east-asia-dns-control,T46,46,1,P01-S01,P01-S04,,3.9,0,1.14,4.56,26.61,1,telemetry
RADAR-46-south-america-human-web,T46,46,2,P08-S08,P02-S03,,6.06,0,2.4,8,106.05,2,mixed
RADAR-46-south-america-video-streaming,T46,46,2,P03-S02,P07-S08,,3.9,0,2,14.4,224.57,3,background
RADAR-46-south-america-software-update,T46,46,2,P07-S02,P03-S02,,3.03,0,1.6,28.8,149.71,4,background
RADAR-46-oceania-human-web,T46,46,2,P04-S05,P01-S01,,4.95,0,2.4,8,86.51,2,mixed
RADAR-46-oceania-interactive-realtime,T46,46,1,P02-S01,P03-S02,,5.65,0,1.6,4.8,48.35,1,routing
RADAR-46-oceania-api,T46,46,2,P05-S03,P08-S06,,6.36,0,3.2,9.6,36.98,1,telemetry
RADAR-47-na-east-human-web,T47,47,1,P01-S02,P04-S01,,9.41,0,3.6,12,164.51,2,mixed
RADAR-47-na-east-interactive-realtime,T47,47,1,P07-S06,P06-S02,,10.75,0,2.4,7.2,91.93,1,routing
RADAR-47-na-east-api,T47,47,1,P02-S08,P03-S06,,12.1,0,4.8,14.4,70.32,1,telemetry
RADAR-47-na-west-human-web,T47,47,1,P04-S08,P02-S07,,8.23,0,3.15,10.5,143.94,2,mixed
RADAR-47-na-west-video-streaming,T47,47,1,P07-S02,P07-S04,,5.29,0,2.63,18.9,304.82,3,background
RADAR-47-na-west-automated,T47,47,1,P06-S04,P08-S02,,4.7,0,2.1,8.4,123.83,4,routing
RADAR-COMPUTE-47-na-west,T47,47,1,,,P03-S02,14.11,1,8.4,33.6,0,2,compute
RADAR-47-europe-human-web,T47,47,1,P08-S05,P03-S07,,9.25,0,3.54,11.8,161.76,2,mixed
RADAR-47-europe-interactive-realtime,T47,47,1,P06-S01,P05-S08,,10.57,0,2.36,7.08,90.4,1,routing
RADAR-47-europe-api,T47,47,1,P01-S03,P02-S04,,11.89,0,4.72,14.16,69.15,1,telemetry
RADAR-47-europe-background-sync,T47,47,1,P04-S05,P07-S01,,6.61,0,3.54,23.6,81.18,3,background
RADAR-47-europe-dns-control,T47,47,1,P05-S03,P06-S06,,3.96,0,1.18,4.72,27.06,1,telemetry
RADAR-47-east-asia-human-web,T47,47,1,P05-S03,P07-S05,,8.94,0,3.42,11.4,156.28,2,mixed
RADAR-47-east-asia-video-streaming,T47,47,1,P08-S05,P04-S02,,5.75,0,2.85,20.52,330.95,3,background
RADAR-47-east-asia-software-update,T47,47,1,P04-S05,P08-S04,,4.47,0,2.28,41.04,220.63,4,background
RADAR-47-south-america-human-web,T47,47,1,P01-S08,P03-S04,,5.96,0,2.4,8,104.19,2,mixed
RADAR-47-south-america-interactive-realtime,T47,47,1,P07-S04,P05-S05,,6.81,0,1.6,4.8,58.22,1,routing
RADAR-47-south-america-api,T47,47,1,P02-S06,P02-S01,,7.66,0,3.2,9.6,44.54,1,telemetry
RADAR-47-oceania-human-web,T47,47,1,P05-S05,P02-S01,,4.86,0,2.4,8,84.99,2,mixed
RADAR-47-oceania-video-streaming,T47,47,1,P08-S07,P07-S06,,3.12,0,2,14.4,179.99,3,background
RADAR-47-oceania-background-sync,T47,47,1,P01-S05,P06-S03,,3.47,0,2.4,16,42.65,3,background
RADAR-47-oceania-automated,T47,47,1,P07-S01,P08-S04,,2.78,0,1.6,6.4,73.12,4,routing
RADAR-COMPUTE-47-oceania,T47,47,1,,,P04-S07,8.33,0,6.4,25.6,0,2,compute
RADAR-ANOMALY-evening-human-spike-na-east,T18,18,3,P05-S02,P02-S04,,52.2,0,8,20,730.8,4,burst
RADAR-ANOMALY-evening-human-spike-europe,T18,18,3,P01-S03,P05-S07,,51.33,0,8,20,718.62,4,burst
RADAR-ANOMALY-streaming-prime-window-na-east,T16,16,5,P03-S01,P08-S03,,59.4,0,8,20,831.6,4,burst
RADAR-ANOMALY-streaming-prime-window-na-west,T16,16,5,P06-S07,P06-S01,,51.97,0,8,20,727.65,4,burst
RADAR-ANOMALY-streaming-prime-window-europe,T16,16,5,P02-S04,P07-S01,,58.41,0,8,20,817.74,4,burst
RADAR-ANOMALY-automated-scan-burst-na-west,T33,33,3,P04-S05,P03-S07,,69.3,0,8,20,970.2,4,burst
RADAR-ANOMALY-automated-scan-burst-east-asia,T33,33,3,P02-S06,P04-S03,,75.24,0,8,20,1053.36,4,burst
RADAR-ANOMALY-regional-slowdown-east-asia,T40,40,2,P06-S08,P07-S04,,18.81,0,8,20,263.34,1,mixed
RADAR-ANOMALY-software-update-wave-na-west,T10,10,4,P05-S02,P04-S04,,42.53,0,8,20,595.35,4,burst
RADAR-ANOMALY-software-update-wave-europe,T10,10,4,P01-S07,P05-S03,,47.79,0,8,20,669.06,4,burst
RADAR-ANOMALY-software-update-wave-oceania,T10,10,4,P08-S03,P04-S01,,25.11,0,8,20,351.54,4,burst
