task_id,calibration_class_id,calibration_region_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-36-south-america-human-web,human-web,south-america,T36,36,2,P30-S21,P69-S16,,13.52,0,2.4,8,244.62,2,mixed
RADAR-36-south-america-video-streaming,video-streaming,south-america,T36,36,3,P33-S01,P02-S21,,8.69,0,2,14.4,518.01,3,background
RADAR-36-south-america-background-sync,background-sync,south-america,T36,36,4,P42-S07,P17-S12,,9.66,0,2.4,16,114.73,3,background
RADAR-36-south-america-automated,automated,south-america,T36,36,2,P48-S11,P27-S21,,7.73,0,1.6,6.4,198.36,4,routing
RADAR-COMPUTE-36-south-america,local-compute,south-america,T36,36,3,,,P45-S09,23.18,0,6.4,25.6,0,2,compute
RADAR-36-oceania-human-web,human-web,oceania,T36,36,2,P42-S04,P36-S08,,11.03,0,2.4,8,199.56,2,mixed
RADAR-36-oceania-interactive-realtime,interactive-realtime,oceania,T36,36,1,P48-S08,P46-S17,,12.61,0,1.6,4.8,111.52,1,routing
RADAR-36-oceania-api,api,oceania,T36,36,2,P51-S10,P51-S21,,14.18,0,3.2,9.6,79.73,1,telemetry
RADAR-36-oceania-dns-control,dns-control,oceania,T36,36,1,P63-S18,P71-S17,,4.73,0,0.8,3.2,31.2,1,telemetry
RADAR-37-na-east-human-web,human-web,na-east,T37,37,2,P44-S21,P72-S14,,21.26,0,3.6,12,387.27,2,mixed
RADAR-37-na-east-interactive-realtime,interactive-realtime,na-east,T37,37,1,P50-S03,P10-S01,,24.3,0,2.4,7.2,216.42,1,routing
RADAR-37-na-east-api,api,na-east,T37,37,2,P53-S05,P15-S05,,27.34,0,4.8,14.4,153.69,1,telemetry
RADAR-37-na-east-background-sync,background-sync,na-east,T37,37,4,P56-S07,P20-S10,,15.19,0,3.6,24,180.42,3,background
RADAR-37-na-east-dns-control,dns-control,na-east,T37,37,1,P65-S13,P35-S01,,9.11,0,1.2,4.8,60.14,1,telemetry
RADAR-37-na-west-human-web,human-web,na-west,T37,37,2,P53-S05,P21-S20,,18.6,0,3.15,10.5,338.86,2,mixed
RADAR-37-na-west-video-streaming,video-streaming,na-west,T37,37,3,P56-S07,P26-S03,,11.96,0,2.63,18.9,717.59,3,background
RADAR-37-na-west-software-update,software-update,na-west,T37,37,5,P68-S15,P46-S21,,9.3,0,2.1,37.8,478.39,4,background
RADAR-37-europe-human-web,human-web,europe,T37,37,2,P68-S10,P62-S12,,20.91,0,3.54,11.8,380.82,2,mixed
RADAR-37-europe-interactive-realtime,interactive-realtime,europe,T37,37,1,P02-S14,P72-S21,,23.89,0,2.36,7.08,212.81,1,routing
RADAR-37-europe-api,api,europe,T37,37,2,P05-S16,P05-S03,,26.88,0,4.72,14.16,151.13,1,telemetry
RADAR-37-east-asia-human-web,human-web,east-asia,T37,37,2,P16-S16,P72-S18,,20.2,0,3.42,11.4,367.91,2,mixed
RADAR-37-east-asia-video-streaming,video-streaming,east-asia,T37,37,3,P19-S18,P05-S01,,12.98,0,2.85,20.52,779.1,3,background
RADAR-37-east-asia-background-sync,background-sync,east-asia,T37,37,4,P28-S02,P20-S14,,14.43,0,3.42,22.8,171.4,3,background
RADAR-37-east-asia-automated,automated,east-asia,T37,37,2,P34-S06,P30-S01,,11.54,0,2.28,9.12,292.59,4,routing
RADAR-COMPUTE-37-east-asia,local-compute,east-asia,T37,37,3,,,P31-S04,34.63,1,9.12,36.48,0,2,compute
RADAR-37-south-america-human-web,human-web,south-america,T37,37,2,P31-S21,P70-S17,,13.47,0,2.4,8,245.27,2,mixed
RADAR-37-south-america-interactive-realtime,interactive-realtime,south-america,T37,37,1,P37-S03,P08-S04,,15.39,0,1.6,4.8,137.06,1,routing
RADAR-37-south-america-api,api,south-america,T37,37,2,P40-S05,P13-S08,,17.31,0,3.2,9.6,97.34,1,telemetry
RADAR-37-south-america-dns-control,dns-control,south-america,T37,37,1,P52-S13,P33-S04,,5.77,0,0.8,3.2,38.09,1,telemetry
RADAR-37-oceania-human-web,human-web,oceania,T37,37,2,P43-S04,P37-S08,,10.99,0,2.4,8,200.09,2,mixed
RADAR-37-oceania-video-streaming,video-streaming,oceania,T37,37,3,P46-S06,P42-S13,,7.06,0,2,14.4,423.72,3,background
RADAR-38-na-east-human-web,human-web,na-east,T38,38,2,P45-S22,P01-S14,,19.2,0,3.6,12,352.08,2,mixed
RADAR-38-na-east-video-streaming,video-streaming,na-east,T38,38,3,P48-S02,P06-S19,,12.34,0,3,21.6,745.58,3,background
RADAR-38-na-east-software-update,software-update,na-east,T38,38,5,P60-S10,P26-S15,,9.6,0,2.4,43.2,497.05,4,background
RADAR-38-na-west-human-web,human-web,na-west,T38,38,2,P54-S06,P22-S21,,16.8,0,3.15,10.5,308.07,2,mixed
RADAR-38-na-west-interactive-realtime,interactive-realtime,na-west,T38,38,1,P60-S10,P32-S08,,19.2,0,2.1,6.3,172.16,1,routing
RADAR-38-na-west-api,api,na-west,T38,38,2,P63-S12,P37-S12,,21.6,0,4.2,12.6,120.07,1,telemetry
RADAR-38-europe-human-web,human-web,europe,T38,38,2,P69-S11,P63-S12,,18.88,0,3.54,11.8,346.21,2,mixed
RADAR-38-europe-video-streaming,video-streaming,europe,T38,38,3,P72-S13,P68-S17,,12.14,0,2.95,21.24,733.16,3,background
RADAR-38-europe-background-sync,background-sync,europe,T38,38,4,P09-S19,P11-S08,,13.49,0,3.54,23.6,158.41,3,background
RADAR-38-europe-automated,automated,europe,T38,38,2,P15-S01,P21-S17,,10.79,0,2.36,9.44,273.52,4,routing
RADAR-COMPUTE-38-europe,local-compute,europe,T38,38,3,,,P12-S21,32.37,1,9.44,37.76,0,2,compute
RADAR-38-east-asia-human-web,human-web,east-asia,T38,38,2,P17-S17,P01-S19,,18.24,0,3.42,11.4,334.48,2,mixed
RADAR-38-east-asia-interactive-realtime,interactive-realtime,east-asia,T38,38,1,P23-S21,P11-S06,,20.85,0,2.28,6.84,186.91,1,routing
RADAR-38-east-asia-api,api,east-asia,T38,38,2,P26-S01,P16-S10,,23.45,0,4.56,13.68,130.36,1,telemetry
RADAR-38-east-asia-dns-control,dns-control,east-asia,T38,38,1,P38-S09,P36-S06,,7.82,0,1.14,4.56,51.01,1,telemetry
RADAR-38-south-america-human-web,human-web,south-america,T38,38,2,P32-S22,P71-S17,,12.16,0,2.4,8,222.98,2,mixed
RADAR-38-south-america-video-streaming,video-streaming,south-america,T38,38,3,P35-S02,P04-S22,,7.82,0,2,14.4,472.2,3,background
RADAR-38-oceania-human-web,human-web,oceania,T38,38,2,P44-S05,P38-S09,,9.92,0,2.4,8,181.91,2,mixed
RADAR-38-oceania-interactive-realtime,interactive-realtime,oceania,T38,38,1,P50-S09,P48-S18,,11.34,0,1.6,4.8,101.65,1,routing
RADAR-38-oceania-api,api,oceania,T38,38,2,P53-S11,P53-S22,,12.76,0,3.2,9.6,70.9,1,telemetry
RADAR-38-oceania-background-sync,background-sync,oceania,T38,38,4,P56-S13,P58-S05,,7.09,0,2.4,16,83.23,3,background
RADAR-39-na-east-human-web,human-web,na-east,T39,39,2,P46-S22,P02-S15,,16.92,0,3.6,12,312.32,2,mixed
RADAR-39-na-east-interactive-realtime,interactive-realtime,na-east,T39,39,1,P52-S04,P12-S02,,19.34,0,2.4,7.2,174.53,1,routing
RADAR-39-na-east-api,api,na-east,T39,39,2,P55-S06,P17-S06,,21.76,0,4.8,14.4,119.54,1,telemetry
RADAR-39-na-west-human-web,human-web,na-west,T39,39,2,P55-S06,P23-S21,,14.81,0,3.15,10.5,273.28,2,mixed
RADAR-39-na-west-video-streaming,video-streaming,na-west,T39,39,3,P58-S08,P28-S04,,9.52,0,2.63,18.9,578.72,3,background
RADAR-39-na-west-background-sync,background-sync,na-west,T39,39,4,P67-S14,P43-S17,,10.58,0,3.15,21,122.79,3,background
RADAR-39-na-west-automated,automated,na-west,T39,39,2,P01-S18,P53-S04,,8.46,0,2.1,8.4,214.48,4,routing
RADAR-COMPUTE-39-na-west,local-compute,na-west,T39,39,3,,,P70-S16,25.38,1,8.4,33.6,0,2,compute
RADAR-39-europe-human-web,human-web,europe,T39,39,2,P70-S11,P64-S13,,16.64,0,3.54,11.8,307.12,2,mixed
RADAR-39-europe-interactive-realtime,interactive-realtime,europe,T39,39,1,P04-S15,P02-S22,,19.02,0,2.36,7.08,171.63,1,routing
RADAR-39-europe-api,api,europe,T39,39,2,P07-S17,P07-S04,,21.39,0,4.72,14.16,117.55,1,telemetry
RADAR-39-europe-dns-control,dns-control,europe,T39,39,1,P19-S03,P27-S22,,7.13,0,1.18,4.72,46,1,telemetry
RADAR-39-east-asia-human-web,human-web,east-asia,T39,39,2,P18-S17,P02-S19,,16.08,0,3.42,11.4,296.71,2,mixed
RADAR-39-east-asia-video-streaming,video-streaming,east-asia,T39,39,3,P21-S19,P07-S02,,10.33,0,2.85,20.52,628.32,3,background
RADAR-39-south-america-human-web,human-web,south-america,T39,39,2,P33-S22,P72-S18,,10.72,0,2.4,8,197.81,2,mixed
RADAR-39-south-america-interactive-realtime,interactive-realtime,south-america,T39,39,1,P39-S04,P10-S05,,12.25,0,1.6,4.8,110.54,1,routing
RADAR-39-south-america-api,api,south-america,T39,39,2,P42-S06,P15-S09,,13.78,0,3.2,9.6,75.71,1,telemetry
RADAR-39-south-america-background-sync,background-sync,south-america,T39,39,4,P45-S08,P20-S14,,7.66,0,2.4,16,88.87,3,background
RADAR-39-oceania-human-web,human-web,oceania,T39,39,2,P45-S05,P39-S09,,8.74,0,2.4,8,161.37,2,mixed
RADAR-39-oceania-video-streaming,video-streaming,oceania,T39,39,3,P48-S07,P44-S14,,5.62,0,2,14.4,341.72,3,background
RADAR-39-oceania-software-update,software-update,oceania,T39,39,5,P60-S15,P64-S10,,4.37,0,1.6,28.8,227.81,4,background
RADAR-39-oceania-automated,automated,oceania,T39,39,2,P63-S17,P69-S14,,5,0,1.6,6.4,126.65,4,routing
RADAR-COMPUTE-39-oceania,local-compute,oceania,T39,39,3,,,P60-S15,14.99,0,6.4,25.6,0,2,compute
RADAR-40-na-east-human-web,human-web,na-east,T40,40,2,P47-S01,P03-S15,,15.77,0,3.6,12,287.29,2,mixed
RADAR-40-na-east-video-streaming,video-streaming,na-east,T40,40,3,P50-S03,P08-S20,,10.14,0,3,21.6,608.37,3,background
RADAR-40-na-east-background-sync,background-sync,na-east,T40,40,4,P59-S09,P23-S11,,11.27,0,3.6,24,133.84,3,background
RADAR-40-na-east-automated,automated,na-east,T40,40,2,P65-S13,P33-S20,,9.01,0,2.4,9.6,228.48,4,routing
RADAR-COMPUTE-40-na-east,local-compute,na-east,T40,40,3,,,P62-S11,27.04,1,9.6,38.4,0,2,compute
RADAR-40-na-west-human-web,human-web,na-west,T40,40,2,P56-S07,P24-S22,,13.8,0,3.15,10.5,251.38,2,mixed
RADAR-40-na-west-interactive-realtime,interactive-realtime,na-west,T40,40,1,P62-S11,P34-S09,,15.77,0,2.1,6.3,140.48,1,routing
RADAR-40-na-west-api,api,na-west,T40,40,2,P65-S13,P39-S13,,17.74,0,4.2,12.6,99.76,1,telemetry
RADAR-40-na-west-dns-control,dns-control,na-west,T40,40,1,P05-S21,P59-S09,,5.91,0,1.05,4.2,39.04,1,telemetry
RADAR-40-europe-human-web,human-web,europe,T40,40,2,P71-S12,P65-S13,,15.51,0,3.54,11.8,282.5,2,mixed
RADAR-40-europe-video-streaming,video-streaming,europe,T40,40,3,P02-S14,P70-S18,,9.97,0,2.95,21.24,598.24,3,background
RADAR-40-east-asia-human-web,human-web,east-asia,T40,40,2,P19-S18,P03-S20,,14.98,0,3.42,11.4,272.92,2,mixed
RADAR-40-east-asia-interactive-realtime,interactive-realtime,east-asia,T40,40,1,P25-S22,P13-S07,,17.12,0,2.28,6.84,152.52,1,routing
RADAR-40-east-asia-api,api,east-asia,T40,40,2,P28-S02,P18-S11,,19.27,0,4.56,13.68,108.31,1,telemetry
RADAR-40-east-asia-background-sync,background-sync,east-asia,T40,40,4,P31-S04,P23-S16,,10.7,0,3.42,22.8,127.15,3,background
RADAR-40-south-america-human-web,human-web,south-america,T40,40,2,P34-S01,P01-S18,,9.99,0,2.4,8,181.95,2,mixed
RADAR-40-south-america-video-streaming,video-streaming,south-america,T40,40,3,P37-S03,P06-S01,,6.42,0,2,14.4,385.3,3,background
RADAR-40-south-america-software-update,software-update,south-america,T40,40,5,P49-S11,P26-S19,,4.99,0,1.6,28.8,256.87,4,background
RADAR-40-south-america-automated,automated,south-america,T40,40,2,P52-S13,P31-S01,,5.71,0,1.6,6.4,144.7,4,routing
RADAR-COMPUTE-40-south-america,local-compute,south-america,T40,40,3,,,P49-S11,17.12,0,6.4,25.6,0,2,compute
RADAR-40-oceania-human-web,human-web,oceania,T40,40,2,P46-S06,P40-S10,,8.15,0,2.4,8,148.43,2,mixed
RADAR-40-oceania-interactive-realtime,interactive-realtime,oceania,T40,40,1,P52-S10,P50-S19,,9.31,0,1.6,4.8,82.95,1,routing
RADAR-40-oceania-api,api,oceania,T40,40,2,P55-S12,P55-S01,,10.48,0,3.2,9.6,58.91,1,telemetry
RADAR-40-oceania-dns-control,dns-control,oceania,T40,40,1,P67-S20,P03-S19,,3.49,0,0.8,3.2,23.05,1,telemetry
RADAR-41-na-east-human-web,human-web,na-east,T41,41,2,P48-S01,P04-S16,,12.89,0,3.6,12,231.73,2,mixed
RADAR-41-na-east-interactive-realtime,interactive-realtime,na-east,T41,41,1,P54-S05,P14-S03,,14.74,0,2.4,7.2,129.49,1,routing
RADAR-41-na-east-api,api,na-east,T41,41,2,P57-S07,P19-S07,,16.58,0,4.8,14.4,94.27,1,telemetry
RADAR-41-na-east-dns-control,dns-control,na-east,T41,41,1,P69-S15,P39-S03,,5.53,0,1.2,4.8,36.89,1,telemetry
RADAR-41-na-west-human-web,human-web,na-west,T41,41,2,P57-S07,P25-S22,,11.28,0,3.15,10.5,202.76,2,mixed
RADAR-41-na-west-video-streaming,video-streaming,na-west,T41,41,3,P60-S09,P30-S05,,7.25,0,2.63,18.9,429.38,3,background
RADAR-41-europe-human-web,human-web,europe,T41,41,2,P72-S12,P66-S14,,12.68,0,3.54,11.8,227.86,2,mixed
RADAR-41-europe-interactive-realtime,interactive-realtime,europe,T41,41,1,P06-S16,P04-S01,,14.49,0,2.36,7.08,127.34,1,routing
RADAR-41-europe-api,api,europe,T41,41,2,P09-S18,P09-S05,,16.3,0,4.72,14.16,92.69,1,telemetry
RADAR-41-europe-background-sync,background-sync,europe,T41,41,4,P12-S20,P14-S10,,9.06,0,3.54,23.6,108.82,3,background
RADAR-41-east-asia-human-web,human-web,east-asia,T41,41,2,P20-S18,P04-S20,,12.25,0,3.42,11.4,220.14,2,mixed
RADAR-41-east-asia-video-streaming,video-streaming,east-asia,T41,41,3,P23-S20,P09-S03,,7.87,0,2.85,20.52,466.18,3,background
RADAR-41-east-asia-software-update,software-update,east-asia,T41,41,5,P35-S06,P29-S21,,6.12,0,2.28,41.04,310.79,4,background
RADAR-41-east-asia-automated,automated,east-asia,T41,41,2,P38-S08,P34-S03,,7,0,2.28,9.12,179.72,4,routing
RADAR-COMPUTE-41-east-asia,local-compute,east-asia,T41,41,3,,,P35-S06,21,1,9.12,36.48,0,2,compute
RADAR-41-south-america-human-web,human-web,south-america,T41,41,2,P35-S01,P02-S19,,8.17,0,2.4,8,146.76,2,mixed
RADAR-41-south-america-interactive-realtime,interactive-realtime,south-america,T41,41,1,P41-S05,P12-S06,,9.33,0,1.6,4.8,82.01,1,routing
RADAR-41-south-america-api,api,south-america,T41,41,2,P44-S07,P17-S10,,10.5,0,3.2,9.6,59.7,1,telemetry
RADAR-41-south-america-dns-control,dns-control,south-america,T41,41,1,P56-S15,P37-S06,,3.5,0,0.8,3.2,23.36,1,telemetry
RADAR-41-oceania-human-web,human-web,oceania,T41,41,2,P47-S06,P41-S10,,6.66,0,2.4,8,119.73,2,mixed
RADAR-41-oceania-video-streaming,video-streaming,oceania,T41,41,3,P50-S08,P46-S15,,4.28,0,2,14.4,253.54,3,background
RADAR-41-oceania-background-sync,background-sync,oceania,T41,41,4,P59-S14,P61-S06,,4.76,0,2.4,16,57.17,3,background
RADAR-42-na-east-human-web,human-web,na-east,T42,42,2,P49-S02,P05-S16,,10.55,0,3.6,12,188.4,2,mixed
RADAR-42-na-east-video-streaming,video-streaming,na-east,T42,42,3,P52-S04,P10-S21,,6.78,0,3,21.6,398.96,3,background
RADAR-42-na-west-human-web,human-web,na-west,T42,42,2,P58-S08,P26-S01,,9.24,0,3.15,10.5,164.85,2,mixed
RADAR-42-na-west-interactive-realtime,interactive-realtime,na-west,T42,42,1,P64-S12,P36-S10,,10.55,0,2.1,6.3,92.12,1,routing
RADAR-42-na-west-api,api,na-west,T42,42,2,P67-S14,P41-S14,,11.87,0,4.2,12.6,67.52,1,telemetry
RADAR-42-na-west-background-sync,background-sync,na-west,T42,42,4,P70-S16,P46-S19,,6.6,0,3.15,21,79.26,3,background
RADAR-42-europe-human-web,human-web,europe,T42,42,2,P01-S13,P67-S14,,10.38,0,3.54,11.8,185.26,2,mixed
RADAR-42-europe-video-streaming,video-streaming,europe,T42,42,3,P04-S15,P72-S19,,6.67,0,2.95,21.24,392.31,3,background
RADAR-42-europe-software-update,software-update,europe,T42,42,5,P16-S01,P20-S15,,5.19,0,2.36,42.48,261.54,4,background
RADAR-42-europe-automated,automated,europe,T42,42,2,P19-S03,P25-S19,,5.93,0,2.36,9.44,154.2,4,routing
RADAR-COMPUTE-42-europe,local-compute,europe,T42,42,3,,,P16-S01,17.79,1,9.44,37.76,0,2,compute
RADAR-42-east-asia-human-web,human-web,east-asia,T42,42,2,P21-S19,P05-S21,,10.03,0,3.42,11.4,178.98,2,mixed
RADAR-42-east-asia-interactive-realtime,interactive-realtime,east-asia,T42,42,1,P27-S01,P15-S08,,11.46,0,2.28,6.84,100.02,1,routing
RADAR-42-east-asia-api,api,east-asia,T42,42,2,P30-S03,P20-S12,,12.89,0,4.56,13.68,73.3,1,telemetry
RADAR-42-east-asia-dns-control,dns-control,east-asia,T42,42,1,P42-S11,P40-S08,,4.3,0,1.14,4.56,28.68,1,telemetry
RADAR-42-south-america-human-web,human-web,south-america,T42,42,2,P36-S02,P03-S19,,6.68,0,2.4,8,119.32,2,mixed
RADAR-42-south-america-video-streaming,video-streaming,south-america,T42,42,3,P39-S04,P08-S02,,4.3,0,2,14.4,252.67,3,background
RADAR-42-south-america-background-sync,background-sync,south-america,T42,42,4,P48-S10,P23-S15,,4.77,0,2.4,16,57.37,3,background
RADAR-42-oceania-human-web,human-web,oceania,T42,42,2,P48-S07,P42-S11,,5.45,0,2.4,8,97.34,2,mixed
RADAR-42-oceania-interactive-realtime,interactive-realtime,oceania,T42,42,1,P54-S11,P52-S20,,6.23,0,1.6,4.8,54.39,1,routing
RADAR-42-oceania-api,api,oceania,T42,42,2,P57-S13,P57-S02,,7.01,0,3.2,9.6,39.87,1,telemetry
RADAR-43-na-east-human-web,human-web,na-east,T43,43,2,P50-S02,P06-S17,,8.97,0,3.6,12,159.07,2,mixed
RADAR-43-na-east-interactive-realtime,interactive-realtime,na-east,T43,43,1,P56-S06,P16-S04,,10.25,0,2.4,7.2,88.89,1,routing
RADAR-43-na-east-api,api,na-east,T43,43,2,P59-S08,P21-S08,,11.54,0,4.8,14.4,66.33,1,telemetry
RADAR-43-na-east-background-sync,background-sync,na-east,T43,43,4,P62-S10,P26-S13,,6.41,0,3.6,24,77.87,3,background
RADAR-43-na-west-human-web,human-web,na-west,T43,43,2,P59-S08,P27-S01,,7.85,0,3.15,10.5,139.19,2,mixed
RADAR-43-na-west-video-streaming,video-streaming,na-west,T43,43,3,P62-S10,P32-S06,,5.05,0,2.63,18.9,294.75,3,background
RADAR-43-na-west-software-update,software-update,na-west,T43,43,5,P02-S18,P52-S02,,3.93,0,2.1,37.8,196.5,4,background
RADAR-43-na-west-automated,automated,na-west,T43,43,2,P05-S20,P57-S06,,4.49,0,2.1,8.4,116.65,4,routing
RADAR-COMPUTE-43-na-west,local-compute,na-west,T43,43,3,,,P02-S18,13.46,1,8.4,33.6,0,2,compute
RADAR-43-europe-human-web,human-web,europe,T43,43,2,P02-S13,P68-S15,,8.82,0,3.54,11.8,156.42,2,mixed
RADAR-43-europe-interactive-realtime,interactive-realtime,europe,T43,43,1,P08-S17,P06-S02,,10.08,0,2.36,7.08,87.41,1,routing
RADAR-43-europe-api,api,europe,T43,43,2,P11-S19,P11-S06,,11.34,0,4.72,14.16,65.23,1,telemetry
RADAR-43-europe-dns-control,dns-control,europe,T43,43,1,P23-S05,P31-S02,,3.78,0,1.18,4.72,25.52,1,telemetry
RADAR-43-east-asia-human-web,human-web,east-asia,T43,43,2,P22-S19,P06-S21,,8.52,0,3.42,11.4,151.12,2,mixed
RADAR-43-east-asia-video-streaming,video-streaming,east-asia,T43,43,3,P25-S21,P11-S04,,5.48,0,2.85,20.52,320.02,3,background
RADAR-43-east-asia-background-sync,background-sync,east-asia,T43,43,4,P34-S05,P26-S17,,6.09,0,3.42,22.8,73.98,3,background
RADAR-43-south-america-human-web,human-web,south-america,T43,43,2,P37-S02,P04-S20,,5.68,0,2.4,8,100.75,2,mixed
RADAR-43-south-america-interactive-realtime,interactive-realtime,south-america,T43,43,1,P43-S06,P14-S07,,6.49,0,1.6,4.8,56.3,1,routing
RADAR-43-south-america-api,api,south-america,T43,43,2,P46-S08,P19-S11,,7.31,0,3.2,9.6,42.01,1,telemetry
RADAR-43-oceania-human-web,human-web,oceania,T43,43,2,P49-S07,P43-S11,,4.64,0,2.4,8,82.19,2,mixed
RADAR-43-oceania-video-streaming,video-streaming,oceania,T43,43,3,P52-S09,P48-S16,,2.98,0,2,14.4,174.04,3,background
RADAR-43-oceania-automated,automated,oceania,T43,43,2,P67-S19,P01-S16,,2.65,0,1.6,6.4,68.88,4,routing
RADAR-COMPUTE-43-oceania,local-compute,oceania,T43,43,3,,,P64-S17,7.95,0,6.4,25.6,0,2,compute
RADAR-44-na-east-human-web,human-web,na-east,T44,44,2,P51-S03,P07-S17,,8.4,0,3.6,12,147.9,2,mixed
RADAR-44-na-east-video-streaming,video-streaming,na-east,T44,44,3,P54-S05,P12-S22,,5.4,0,3,21.6,313.2,3,background
RADAR-44-na-east-software-update,software-update,na-east,T44,44,4,P66-S13,P32-S18,,4.2,0,2.4,43.2,208.8,4,background
RADAR-44-na-east-automated,automated,na-east,T44,44,2,P69-S15,P37-S22,,4.8,0,2.4,9.6,126.36,4,routing
RADAR-COMPUTE-44-na-east,local-compute,na-east,T44,44,3,,,P66-S13,14.4,1,9.6,38.4,0,2,compute
RADAR-44-na-west-human-web,human-web,na-west,T44,44,2,P60-S09,P28-S02,,7.35,0,3.15,10.5,129.41,2,mixed
RADAR-44-na-west-interactive-realtime,interactive-realtime,na-west,T44,44,1,P66-S13,P38-S11,,8.4,0,2.1,6.3,72.32,1,routing
RADAR-44-na-west-api,api,na-west,T44,44,2,P69-S15,P43-S15,,9.45,0,4.2,12.6,54.34,1,telemetry
RADAR-44-na-west-dns-control,dns-control,na-west,T44,44,1,P09-S01,P63-S11,,3.15,0,1.05,4.2,21.26,1,telemetry
RADAR-44-europe-human-web,human-web,europe,T44,44,2,P03-S14,P69-S15,,8.26,0,3.54,11.8,145.44,2,mixed
RADAR-44-europe-video-streaming,video-streaming,europe,T44,44,3,P06-S16,P02-S20,,5.31,0,2.95,21.24,307.98,3,background
RADAR-44-europe-background-sync,background-sync,europe,T44,44,4,P15-S22,P17-S11,,5.9,0,3.54,23.6,71.68,3,background
RADAR-44-east-asia-human-web,human-web,east-asia,T44,44,2,P23-S20,P07-S22,,7.98,0,3.42,11.4,140.51,2,mixed
RADAR-44-east-asia-interactive-realtime,interactive-realtime,east-asia,T44,44,1,P29-S02,P17-S09,,9.12,0,2.28,6.84,78.52,1,routing
RADAR-44-east-asia-api,api,east-asia,T44,44,2,P32-S04,P22-S13,,10.26,0,4.56,13.68,58.99,1,telemetry
RADAR-44-south-america-human-web,human-web,south-america,T44,44,2,P38-S03,P05-S20,,5.32,0,2.4,8,93.67,2,mixed
RADAR-44-south-america-video-streaming,video-streaming,south-america,T44,44,3,P41-S05,P10-S03,,3.42,0,2,14.4,198.36,3,background
RADAR-44-south-america-automated,automated,south-america,T44,44,2,P56-S15,P35-S03,,3.04,0,1.6,6.4,80.03,4,routing
RADAR-COMPUTE-44-south-america,local-compute,south-america,T44,44,3,,,P53-S13,9.12,0,6.4,25.6,0,2,compute
RADAR-44-oceania-human-web,human-web,oceania,T44,44,2,P50-S08,P44-S12,,4.34,0,2.4,8,76.42,2,mixed
RADAR-44-oceania-interactive-realtime,interactive-realtime,oceania,T44,44,1,P56-S12,P54-S21,,4.96,0,1.6,4.8,42.7,1,routing
RADAR-44-oceania-api,api,oceania,T44,44,2,P59-S14,P59-S03,,5.58,0,3.2,9.6,32.08,1,telemetry
RADAR-44-oceania-background-sync,background-sync,oceania,T44,44,4,P62-S16,P64-S08,,3.1,0,2.4,16,37.67,3,background
RADAR-44-oceania-dns-control,dns-control,oceania,T44,44,1,P71-S22,P07-S21,,1.86,0,0.8,3.2,12.55,1,telemetry
RADAR-45-na-east-human-web,human-web,na-east,T45,45,2,P52-S03,P08-S18,,8.46,0,3.6,12,147.87,2,mixed
RADAR-45-na-east-interactive-realtime,interactive-realtime,na-east,T45,45,1,P58-S07,P18-S05,,9.66,0,2.4,7.2,82.63,1,routing
RADAR-45-na-east-api,api,na-east,T45,45,2,P61-S09,P23-S09,,10.87,0,4.8,14.4,63.21,1,telemetry
RADAR-45-na-east-dns-control,dns-control,na-east,T45,45,1,P01-S17,P43-S05,,3.62,0,1.2,4.8,24.74,1,telemetry
RADAR-45-na-west-human-web,human-web,na-west,T45,45,2,P61-S09,P29-S02,,7.4,0,3.15,10.5,129.38,2,mixed
RADAR-45-na-west-video-streaming,video-streaming,na-west,T45,45,3,P64-S11,P34-S07,,4.76,0,2.63,18.9,273.99,3,background
RADAR-45-na-west-background-sync,background-sync,na-west,T45,45,3,P01-S17,P49-S20,,5.29,0,3.15,21,64.93,3,background
RADAR-45-europe-human-web,human-web,europe,T45,45,2,P04-S14,P70-S16,,8.32,0,3.54,11.8,145.4,2,mixed
RADAR-45-europe-interactive-realtime,interactive-realtime,europe,T45,45,1,P10-S18,P08-S03,,9.5,0,2.36,7.08,81.25,1,routing
RADAR-45-europe-api,api,europe,T45,45,2,P13-S20,P13-S07,,10.69,0,4.72,14.16,62.16,1,telemetry
RADAR-45-east-asia-human-web,human-web,east-asia,T45,45,2,P24-S20,P08-S22,,8.03,0,3.42,11.4,140.47,2,mixed
RADAR-45-east-asia-video-streaming,video-streaming,east-asia,T45,45,3,P27-S22,P13-S05,,5.16,0,2.85,20.52,297.47,3,background
RADAR-45-east-asia-automated,automated,east-asia,T45,45,2,P42-S10,P38-S05,,4.59,0,2.28,9.12,120.85,4,routing
RADAR-COMPUTE-45-east-asia,local-compute,east-asia,T45,45,3,,,P39-S08,13.77,1,9.12,36.48,0,2,compute
RADAR-45-south-america-human-web,human-web,south-america,T45,45,2,P39-S03,P06-S21,,5.36,0,2.4,8,93.65,2,mixed
RADAR-45-south-america-interactive-realtime,interactive-realtime,south-america,T45,45,1,P45-S07,P16-S08,,6.12,0,1.6,4.8,52.33,1,routing
RADAR-45-south-america-api,api,south-america,T45,45,2,P48-S09,P21-S12,,6.89,0,3.2,9.6,40.03,1,telemetry
RADAR-45-south-america-background-sync,background-sync,south-america,T45,45,3,P51-S11,P26-S17,,3.83,0,2.4,16,47,3,background
RADAR-45-south-america-dns-control,dns-control,south-america,T45,45,1,P60-S17,P41-S08,,2.3,0,0.8,3.2,15.67,1,telemetry
